timestamp,cycle,temperature,pressure,level,flow,heater_on,pump_on,valve_position,safety_status
2026-08-21 16:12:07,99,94.57,1.15,85.34,15.22,True,False,20.0,NORMAL
2026-08-21 16:12:08,100,94.41,1.16,85.25,14.52,True,True,20.0,NORMAL
2026-08-21 16:12:09,101,94.26,1.16,85.54,15.78,True,False,20.0,NORMAL
2026-08-21 16:12:10,102,94.11,1.14,85.49,14.72,True,True,20.0,NORMAL
2026-08-21 16:12:11,103,93.99,1.1,85.69,16.09,True,False,20.0,NORMAL
2026-08-21 16:12:12,104,93.79,1.07,85.61,15.01,True,False,20.0,NORMAL
2026-08-21 16:12:13,105,93.5,1.04,85.51,14.08,True,True,20.0,NORMAL
2026-08-21 16:12:14,106,93.35,1.02,85.77,15.44,True,False,20.0,NORMAL
2026-08-21 16:12:15,107,93.27,1.03,85.71,14.17,True,True,20.0,NORMAL
2026-08-21 16:12:16,108,93.18,1.02,85.97,15.59,True,False,20.0,NORMAL
2026-08-21 16:12:17,109,92.85,1.02,85.85,14.31,True,True,20.0,NORMAL
2026-08-21 16:12:18,110,92.59,1.03,86.07,15.62,True,False,20.0,NORMAL
2026-08-21 16:12:20,111,92.28,1.01,85.94,14.89,True,True,20.0,NORMAL
2026-08-21 16:12:21,112,92.03,1.0,86.19,16.21,True,False,20.0,NORMAL
2026-08-21 16:12:22,113,91.72,0.95,86.1,15.41,True,False,20.0,NORMAL
2026-08-21 16:12:23,114,91.48,0.97,86.04,14.35,True,True,20.0,NORMAL
2026-08-21 16:12:24,115,91.38,0.97,86.25,16.05,True,False,20.0,NORMAL
2026-08-21 16:12:25,116,91.29,0.93,86.11,14.83,True,True,20.0,NORMAL
2026-08-21 16:12:26,117,91.04,0.93,86.37,15.96,True,False,20.0,NORMAL
2026-08-21 16:12:27,118,90.84,0.9,86.29,15.17,True,False,20.0,NORMAL
2026-08-21 16:12:28,119,90.68,0.86,86.19,14.39,True,True,20.0,NORMAL
2026-08-21 16:12:29,120,90.61,0.87,86.46,15.64,True,False,20.0,NORMAL
2026-08-21 16:12:30,121,90.31,0.89,86.36,14.63,True,True,20.0,NORMAL
2026-08-21 16:12:31,122,90.24,0.84,86.6,16.21,True,False,20.0,NORMAL
2026-08-21 16:12:33,123,89.95,0.84,86.47,15.12,True,False,20.0,NORMAL
2026-08-21 16:12:34,124,89.74,0.85,86.42,14.41,True,True,20.0,NORMAL
2026-08-21 16:12:35,125,89.51,0.87,86.63,15.87,True,False,20.0,NORMAL
2026-08-21 16:12:36,126,89.28,0.84,86.5,14.88,True,True,20.0,NORMAL
2026-08-21 16:12:37,127,89.13,0.8,86.77,16.28,True,False,20.0,NORMAL
2026-08-21 16:12:38,128,88.95,0.78,86.66,15.18,True,False,20.0,NORMAL
2026-08-21 16:12:39,129,88.78,0.77,86.51,14.14,True,True,20.0,NORMAL
2026-08-21 16:12:40,130,88.57,0.78,86.78,15.67,True,False,20.0,NORMAL
2026-08-21 16:12:41,131,88.54,0.77,86.65,14.61,True,True,20.0,NORMAL
2026-08-21 16:12:42,132,88.33,0.78,86.89,15.89,True,False,20.0,NORMAL
2026-08-21 16:12:43,133,88.22,0.76,86.77,15.12,True,False,20.0,NORMAL
2026-08-21 16:12:45,134,88.0,0.73,86.72,13.89,True,True,20.0,NORMAL
2026-08-21 16:12:46,135,87.99,0.74,87.01,15.16,True,False,20.0,NORMAL
2026-08-21 16:12:47,136,87.78,0.75,86.9,14.2,True,True,20.0,NORMAL
2026-08-21 16:12:48,137,87.75,0.72,87.15,15.43,True,False,20.0,NORMAL
2026-08-21 16:12:49,138,87.57,0.73,87.09,14.71,True,True,20.0,NORMAL
2026-08-21 16:12:50,139,87.38,0.73,87.35,16.16,True,False,20.0,NORMAL
2026-08-21 16:12:51,140,87.17,0.74,87.24,15.01,True,False,20.0,NORMAL
2026-08-21 16:12:52,141,86.97,0.72,87.1,14.35,True,True,20.0,NORMAL
2026-08-21 16:12:53,142,86.78,0.71,87.33,15.91,True,False,20.0,NORMAL
2026-08-21 16:12:54,143,86.59,0.68,87.2,15.06,True,False,20.0,NORMAL
2026-08-21 16:12:55,144,86.34,0.7,87.1,13.92,True,True,20.0,NORMAL
2026-08-21 16:12:56,145,86.12,0.65,87.31,15.25,True,False,20.0,NORMAL
2026-08-21 16:12:57,146,85.89,0.63,87.24,14.58,True,True,20.0,NORMAL
2026-08-21 16:12:58,147,85.66,0.64,87.5,16.13,True,False,20.0,NORMAL
2026-08-21 16:13:00,148,85.62,0.62,87.4,15.2,True,False,20.0,NORMAL
2026-08-21 16:13:01,149,85.48,0.6,87.28,14.29,True,True,20.0,NORMAL
2026-08-21 16:13:02,150,85.26,0.56,87.52,15.93,True,False,20.0,NORMAL
2026-08-21 16:13:03,151,85.15,0.56,87.47,14.66,True,True,20.0,NORMAL
2026-08-21 16:13:04,152,84.97,0.57,87.7,15.77,True,False,20.0,NORMAL
2026-08-21 16:13:05,153,84.9,0.58,87.62,14.92,True,True,20.0,NORMAL
2026-08-21 16:13:06,154,84.68,0.58,87.88,16.15,True,False,20.0,NORMAL
2026-08-21 16:13:07,155,84.58,0.54,87.75,14.92,True,True,20.0,NORMAL
2026-08-21 16:13:08,156,84.59,0.51,88.01,16.03,True,False,20.0,NORMAL
2026-08-21 16:13:09,157,84.35,0.5,87.9,14.84,True,True,20.0,NORMAL
2026-08-21 16:13:10,158,84.27,0.49,88.15,16.5,True,False,20.0,NORMAL
2026-08-21 16:13:11,159,84.15,0.47,88.06,15.54,True,False,20.0,NORMAL
2026-08-21 16:13:13,160,84.15,0.48,87.97,14.73,True,True,20.0,NORMAL
2026-08-21 16:13:14,161,83.92,0.45,88.2,15.97,True,False,20.0,NORMAL
2026-08-21 16:13:15,162,83.72,0.46,88.14,14.95,True,True,20.0,NORMAL
2026-08-21 16:13:16,163,83.6,0.43,88.38,16.55,True,False,20.0,NORMAL
2026-08-21 16:13:17,164,83.64,0.44,88.32,15.75,True,False,20.0,NORMAL
2026-08-21 16:13:18,165,83.64,0.41,88.24,14.67,True,True,20.0,NORMAL
2026-08-21 16:13:19,166,83.58,0.42,88.52,15.81,True,False,20.0,NORMAL
2026-08-21 16:13:20,167,83.5,0.44,88.39,15.07,True,False,20.0,NORMAL
2026-08-21 16:13:21,168,83.36,0.42,88.32,14.34,True,True,20.0,NORMAL
2026-08-21 16:13:22,169,83.27,0.4,88.61,15.97,True,False,20.0,NORMAL
2026-08-21 16:13:23,170,83.32,0.39,88.54,14.93,True,True,20.0,NORMAL
2026-08-21 16:13:24,171,83.26,0.39,88.81,16.0,True,False,20.0,NORMAL
2026-08-21 16:13:25,172,83.1,0.38,88.75,14.85,True,True,20.0,NORMAL
2026-08-21 16:13:26,173,83.07,0.35,89.0,16.49,True,False,20.0,NORMAL
2026-08-21 16:13:27,174,82.99,0.34,88.92,15.62,True,False,20.0,NORMAL
2026-08-21 16:13:28,175,82.93,0.33,88.8,14.43,True,True,20.0,NORMAL
2026-08-21 16:13:30,176,82.76,0.32,89.05,16.12,True,False,20.0,NORMAL
2026-08-21 16:13:31,177,82.67,0.34,88.97,15.34,True,False,20.0,NORMAL
2026-08-21 16:13:32,178,82.49,0.31,88.88,14.55,True,True,20.0,NORMAL
2026-08-21 16:13:33,179,82.44,0.32,89.1,16.1,True,False,20.0,NORMAL
2026-08-21 16:13:34,180,82.35,0.32,88.97,14.96,True,True,20.0,NORMAL
2026-08-21 16:13:35,181,82.36,0.3,89.25,16.5,True,False,20.0,NORMAL
2026-08-21 16:13:36,182,82.36,0.27,89.18,15.14,True,False,20.0,NORMAL
2026-08-21 16:13:37,183,82.21,0.25,89.06,14.37,True,True,20.0,NORMAL
2026-08-21 16:13:38,184,82.27,0.27,89.31,15.87,True,False,20.0,NORMAL
2026-08-21 16:13:39,185,82.28,0.27,89.25,14.97,True,True,20.0,NORMAL
2026-08-21 16:13:40,186,82.35,0.25,89.52,16.16,True,False,20.0,NORMAL
2026-08-21 16:13:42,187,82.31,0.28,89.4,15.01,True,False,20.0,NORMAL
2026-08-21 16:13:43,188,82.39,0.29,89.28,13.91,True,True,20.0,NORMAL
2026-08-21 16:13:44,189,82.26,0.26,89.54,15.1,True,False,20.0,NORMAL
2026-08-21 16:13:45,190,82.18,0.29,89.47,14.05,True,True,20.0,NORMAL
2026-08-21 16:13:46,191,82.12,0.28,89.67,15.34,True,False,20.0,NORMAL
2026-08-21 16:13:47,192,81.91,0.29,89.57,14.58,True,True,20.0,NORMAL
2026-08-21 16:13:48,193,81.99,0.29,89.77,15.82,True,False,20.0,NORMAL
2026-08-21 16:13:49,194,81.84,0.3,89.63,14.84,True,True,20.0,NORMAL
2026-08-21 16:13:50,195,81.77,0.27,89.86,16.39,True,False,20.0,NORMAL
2026-08-21 16:13:51,196,81.67,0.29,89.73,15.51,True,False,20.0,NORMAL
2026-08-21 16:13:52,197,81.49,0.31,89.65,14.25,True,True,20.0,NORMAL
2026-08-21 16:13:53,198,81.41,0.3,89.88,15.85,True,False,20.0,NORMAL
2026-08-21 16:13:55,199,81.24,0.3,89.8,14.74,True,True,20.0,NORMAL
2026-08-21 16:13:56,200,81.18,0.28,90.09,16.03,True,False,20.0,NORMAL
2026-08-21 16:13:57,201,81.23,0.25,90.0,15.17,True,False,20.0,NORMAL
2026-08-21 16:13:58,202,81.28,0.25,89.88,14.3,True,True,20.0,NORMAL
2026-08-21 16:13:59,203,81.26,0.25,90.1,15.5,True,False,20.0,NORMAL
2026-08-21 16:14:00,204,81.18,0.25,89.96,14.54,True,True,20.0,NORMAL
2026-08-21 16:14:01,205,81.17,0.25,90.25,15.87,True,False,20.0,NORMAL
2026-08-21 16:14:02,206,81.03,0.27,90.11,15.08,True,False,20.0,NORMAL
2026-08-21 16:14:03,207,80.92,0.25,90.05,13.86,True,True,20.0,NORMAL
2026-08-21 16:14:04,208,80.8,0.23,90.35,15.55,True,False,20.0,NORMAL
2026-08-21 16:14:05,209,80.91,0.22,90.24,14.86,True,True,20.0,NORMAL
2026-08-21 16:14:07,210,80.86,0.2,90.45,16.39,True,False,20.0,NORMAL
2026-08-21 16:14:08,211,80.9,0.2,90.31,15.37,True,False,20.0,NORMAL
2026-08-21 16:14:09,212,81.01,0.2,90.24,14.58,True,True,20.0,NORMAL
2026-08-21 16:14:10,213,80.98,0.18,90.5,15.94,True,False,20.0,NORMAL
2026-08-21 16:14:11,214,80.88,0.18,90.37,14.73,True,True,20.0,NORMAL
2026-08-21 16:14:12,215,80.78,0.16,90.64,15.91,True,False,20.0,NORMAL
2026-08-21 16:14:13,216,80.6,0.17,90.51,15.0,True,False,20.0,NORMAL
2026-08-21 16:14:14,217,80.57,0.19,90.37,13.78,True,True,20.0,NORMAL
2026-08-21 16:14:15,218,80.57,0.21,90.58,15.25,True,False,20.0,NORMAL
2026-08-21 16:14:16,219,80.51,0.22,90.45,14.58,True,True,20.0,NORMAL
2026-08-21 16:14:17,220,80.39,0.24,90.67,15.92,True,False,20.0,NORMAL
2026-08-21 16:14:18,221,80.24,0.24,90.62,15.07,True,False,20.0,NORMAL
2026-08-21 16:14:20,222,80.15,0.21,90.54,14.19,True,True,20.0,NORMAL
2026-08-21 16:14:21,223,80.24,0.2,90.77,15.37,True,False,20.0,NORMAL
2026-08-21 16:14:22,224,80.31,0.2,90.7,14.63,True,True,20.0,NORMAL
2026-08-21 16:14:23,225,80.17,0.18,90.95,16.07,True,False,20.0,NORMAL
2026-08-21 16:14:24,226,80.26,0.18,90.86,14.84,True,True,20.0,NORMAL
2026-08-21 16:14:25,227,80.27,0.18,91.14,16.34,True,False,20.0,NORMAL
2026-08-21 16:14:26,228,80.25,0.19,91.03,15.33,True,False,20.0,NORMAL
2026-08-21 16:14:27,229,80.24,0.21,90.91,14.39,True,True,20.0,NORMAL
2026-08-21 16:14:28,230,80.24,0.21,91.13,15.51,True,False,20.0,NORMAL
2026-08-21 16:14:29,231,80.35,0.19,91.02,14.32,True,True,20.0,NORMAL
2026-08-21 16:14:30,232,80.24,0.22,91.23,15.56,True,False,20.0,NORMAL
2026-08-21 16:14:32,233,80.33,0.22,91.17,14.36,True,True,20.0,NORMAL
2026-08-21 16:14:33,234,80.29,0.22,91.46,15.7,True,False,20.0,NORMAL
2026-08-21 16:14:34,235,80.39,0.24,91.35,14.74,True,True,20.0,NORMAL
2026-08-21 16:14:35,236,80.26,0.21,91.6,16.14,True,False,20.0,NORMAL
2026-08-21 16:14:36,237,80.22,0.22,91.46,15.25,True,False,20.0,NORMAL
2026-08-21 16:14:37,238,80.32,0.24,91.37,14.04,True,True,20.0,NORMAL
2026-08-21 16:14:38,239,80.19,0.25,91.6,15.56,True,False,20.0,NORMAL
2026-08-21 16:14:39,240,80.13,0.24,91.54,14.68,True,True,20.0,NORMAL
2026-08-21 16:14:40,241,80.02,0.25,91.84,15.92,True,False,20.0,NORMAL
2026-08-21 16:14:41,242,79.93,0.26,91.74,14.77,True,True,20.0,NORMAL
2026-08-21 16:14:42,243,79.87,0.23,91.96,16.2,True,False,20.0,NORMAL
2026-08-21 16:14:43,244,79.99,0.25,91.88,15.13,True,False,20.0,NORMAL
2026-08-21 16:14:45,245,79.84,0.23,91.73,14.22,True,True,20.0,NORMAL
2026-08-21 16:14:46,246,79.76,0.25,92.01,15.87,True,False,20.0,NORMAL
2026-08-21 16:14:47,247,79.8,0.27,91.9,14.99,True,True,20.0,NORMAL
2026-08-21 16:14:48,248,79.64,0.29,92.19,16.34,True,False,20.0,NORMAL
2026-08-21 16:14:49,249,79.68,0.29,92.08,15.22,True,False,20.0,NORMAL
2026-08-21 16:14:50,250,79.79,0.29,91.95,14.37,True,True,20.0,NORMAL
2026-08-21 16:14:51,251,79.83,0.25,92.16,15.54,True,False,20.0,NORMAL
2026-08-21 16:14:52,252,79.73,0.26,92.11,14.78,True,True,20.0,NORMAL
2026-08-21 16:14:53,253,79.78,0.23,92.37,16.41,True,False,20.0,NORMAL
2026-08-21 16:14:54,254,79.67,0.22,92.23,15.09,True,False,20.0,NORMAL
2026-08-21 16:14:55,255,79.68,0.23,92.16,14.16,True,True,20.0,NORMAL
2026-08-21 16:14:57,256,79.51,0.24,92.38,15.75,True,False,20.0,NORMAL
2026-08-21 16:14:58,257,79.64,0.24,92.32,14.78,True,True,20.0,NORMAL
2026-08-21 16:14:59,258,79.57,0.23,92.61,16.32,True,False,20.0,NORMAL
2026-08-21 16:15:00,259,79.63,0.22,92.52,15.35,True,False,20.0,NORMAL
2026-08-21 16:15:01,260,79.56,0.24,92.41,14.49,True,True,20.0,NORMAL
2026-08-21 16:15:02,261,79.5,0.25,92.68,15.81,True,False,20.0,NORMAL
2026-08-21 16:15:03,262,79.37,0.23,92.54,15.09,True,False,20.0,NORMAL
2026-08-21 16:15:04,263,79.35,0.23,92.46,13.95,True,True,20.0,NORMAL
2026-08-21 16:15:05,264,79.32,0.25,92.7,15.28,True,False,20.0,NORMAL
2026-08-21 16:15:06,265,79.45,0.22,92.6,14.13,True,True,20.0,NORMAL
2026-08-21 16:15:07,266,79.53,0.2,92.88,15.55,True,False,20.0,NORMAL
2026-08-21 16:15:08,267,79.56,0.17,92.79,14.69,True,True,20.0,NORMAL
2026-08-21 16:15:10,268,79.66,0.14,93.02,16.08,True,False,20.0,NORMAL
2026-08-21 16:15:11,269,79.64,0.13,92.92,15.12,True,False,20.0,NORMAL
2026-08-21 16:15:12,270,79.59,0.12,92.8,14.13,True,True,20.0,NORMAL
2026-08-21 16:15:13,271,79.57,0.12,93.07,15.5,True,False,20.0,NORMAL
2026-08-21 16:15:14,272,79.6,0.12,93.0,14.47,True,True,20.0,NORMAL
2026-08-21 16:15:15,273,79.52,0.12,93.28,15.71,True,False,20.0,NORMAL
2026-08-21 16:15:16,274,79.37,0.13,93.2,14.56,True,True,20.0,NORMAL
2026-08-21 16:15:17,275,79.47,0.12,93.45,16.05,True,False,20.0,NORMAL
2026-08-21 16:15:18,276,79.46,0.12,93.31,15.01,True,False,20.0,NORMAL
2026-08-21 16:15:19,277,79.54,0.11,93.19,13.94,True,True,20.0,NORMAL
2026-08-21 16:15:20,278,79.64,0.11,93.46,15.66,True,False,20.0,NORMAL
2026-08-21 16:15:21,279,79.58,0.11,93.32,14.42,True,True,20.0,NORMAL
2026-08-21 16:15:23,280,79.53,0.11,93.55,15.62,True,False,20.0,NORMAL
2026-08-21 16:15:24,281,79.52,0.09,93.42,14.64,True,True,20.0,NORMAL
2026-08-21 16:15:25,282,79.37,0.08,93.65,16.07,True,False,20.0,NORMAL
2026-08-21 16:15:26,283,79.35,0.06,93.59,15.14,True,False,20.0,NORMAL
2026-08-21 16:15:27,284,79.19,0.09,93.51,14.08,True,True,20.0,NORMAL
2026-08-21 16:15:28,285,79.13,0.07,93.81,15.24,True,False,20.0,NORMAL
2026-08-21 16:15:29,286,79.08,0.06,93.74,14.09,True,True,20.0,NORMAL
2026-08-21 16:15:30,287,78.95,0.09,93.99,15.59,True,False,20.0,NORMAL
2026-08-21 16:15:31,288,78.9,0.09,93.84,14.69,True,True,20.0,NORMAL
2026-08-21 16:15:32,289,78.9,0.11,94.07,16.22,True,False,20.0,NORMAL
2026-08-21 16:15:33,290,78.82,0.11,93.94,15.47,True,False,20.0,NORMAL
2026-08-21 16:15:35,291,78.79,0.14,93.87,14.75,True,True,20.0,NORMAL
2026-08-21 16:15:36,292,78.85,0.13,94.17,16.16,True,False,20.0,NORMAL
2026-08-21 16:15:37,293,78.97,0.11,94.03,15.24,True,False,20.0,NORMAL
2026-08-21 16:15:38,294,79.04,0.11,93.95,14.21,True,True,20.0,NORMAL
2026-08-21 16:15:39,295,78.91,0.09,94.21,15.68,True,False,20.0,NORMAL
2026-08-21 16:15:40,296,78.91,0.1,94.09,14.42,True,True,20.0,NORMAL
2026-08-21 16:15:41,297,78.91,0.07,94.36,15.83,True,False,20.0,NORMAL
2026-08-21 16:15:42,298,78.99,0.06,94.26,14.63,True,True,20.0,NORMAL
2026-08-21 16:15:43,299,79.04,0.04,94.52,15.85,True,False,20.0,NORMAL
2026-08-21 16:15:44,300,79.12,0.06,94.41,14.99,True,True,20.0,NORMAL
2026-08-21 16:15:45,301,79.23,0.08,94.67,16.39,True,False,20.0,NORMAL
2026-08-21 16:15:47,302,79.31,0.11,94.58,15.05,True,False,20.0,NORMAL
2026-08-21 16:15:48,303,79.17,0.12,94.52,13.95,True,True,20.0,NORMAL
2026-08-21 16:15:49,304,79.1,0.13,94.75,15.62,True,False,20.0,NORMAL
2026-08-21 16:15:50,305,78.97,0.12,94.67,14.88,True,True,20.0,NORMAL
2026-08-21 16:15:51,306,79.1,0.09,94.91,16.55,True,False,20.0,NORMAL
2026-08-21 16:15:52,307,79.02,0.09,94.77,15.46,True,False,20.0,NORMAL
2026-08-21 16:15:53,308,79.01,0.09,94.64,14.49,True,True,20.0,NORMAL
2026-08-21 16:15:54,309,79.02,0.1,94.93,15.62,True,False,20.0,NORMAL
